Symbol,Name,Industry,IndustryCode
MBINO,Merchants Bancorp ADR,은행,551010
KALA,Kala Pharmaceuticals Inc,제약,562010
AMAO,American Acquisition Opportunity Inc Class A,기타 금융업,556010
CHWA,CHW Acquisition Corp,기타 금융업,556010
NXTP,Nextplay Technologies Inc,소프트웨어 및 IT서비스,572010
VRAR,Glimpse Group Inc,소프트웨어 및 IT서비스,572010
NCNA,NuCana PLC ADR,생명과학 및 메디컬 리서치,562020
ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
FUNC,First United Corp,은행,551010
OTRA,OTR Acquisition Corp Class A,기타 금융업,556010
OESX,Orion Energy Systems Inc,주택건설,532030
LEGAU,Lead Edge Growth Opportunities Units,기타 금융업,556010
QLI,Qilian International Holding Group Ltd,제약,562010
OFED,Oconee Federal Financial Corp,은행,551010
RNDB,Randolph Bancorp Inc,은행,551010
AQMS,Aqua Metals Inc,메탈&마이닝,512010
EUCR,Eucrates Biomedical Acquisition Corp.,기타 금융업,556010
NOVN,Novan Inc,제약,562010
LFMD,LifeMD Inc,다양한 소매업,534020
HTLFP,Heartland Financial USA Inc ADR,은행,551010
GBNH,Greenbrook TMS Inc,헬스케어 업체 및 서비스,561020
JYAC,Jiya Acquisition Corp Class A,기타 금융업,556010
SBFG,SB Financial Group Inc,은행,551010
MRAM,Everspin Technologies Inc,반도체 및 반도체 장비,571010
OVBC,Ohio Valley Banc Corp,은행,551010
TTOO,T2 Biosystems Inc,헬스케어 장비 및 용품,561010
SCYX,SCYNEXIS Inc,제약,562010
LMAO,LMF Acquisition Opportunities Inc Class A,기타 금융업,556010
SCMAU,Seaport Calibre Materials Acquisition Units,기타 금융업,556010
BLRX,BioLine RX Ltd ADR,생명과학 및 메디컬 리서치,562020
AHAC,Alpha Healthcare Acquisition Corp Class A,기타 금융업,556010
PAYS,Paysign Inc,전문 및 상업 서비스,522030
ALACU,Alberton Acquisition Corp Unit,기타 금융업,556010
FVE,Five Star Senior Living Inc,헬스케어 업체 및 서비스,561020
UGRO,Urban-Gro Inc,식품 및 담배,541020
OTEC,Oceantech Acquisitions I Corp Class A,기타 금융업,556010
VMAC,Vistas Media Acquisition Company Inc Class A,기타 금융업,556010
ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
CRBP,Corbus Pharmaceuticals Holdings Inc,생명과학 및 메디컬 리서치,562020
VEV,Vicinity Motor Corp,"건설장비 및 대형차, 기차, 배",521020
CBFV,CB Financial Services Inc,은행,551010
ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
PCTTU,PureCycle Technologies Unit,전문 및 상업 서비스,522030
MNTX,Manitex International Inc,"건설장비 및 대형차, 기차, 배",521020
TZOO,Travelzoo,호텔 및 엔터테인먼트,533010
WATT,Energous Corp,"건설장비 및 대형차, 기차, 배",521020
IVAC,Intevac Inc,우주항공 및 국방,521010
BMAQ,Blockchain Moon Acquisition Corp,기타 금융업,556010
SZZLU,Sizzle Acquisition Units,기타 금융업,556010
GLAQU,Globis Acquisition Units,기타 금융업,556010
MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PROV,Provident Financial Holdings Inc,은행,551010
ISSC,Innovative Solutions and Support Inc,우주항공 및 국방,521010
NYMTL,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
CHWAU,CHW Acquisition Units,기타 금융업,556010
ASPU,Aspen Group Inc,교육서비스,631010
EVOJU,Evo Acquisition Units,기타 금융업,556010
REVE,Alpine Acquisition Corp,기타 금융업,556010
CYCN,Cyclerion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
TMPM,Turmeric Acquisition Corp Class A,기타 금융업,556010
PONOU,PONO Capital Units,기타 금융업,556010
ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
WSTG,Wayside Technology Group Inc,"컴퓨터, 전화 및 가전제품",571060
CAHCU,Ca Healthcare Acquisition Units,기타 금융업,556010
FMBIO,First Midwest Bancorp Inc ADR,은행,551010
IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
XFOR,X4 Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
OTIC,Otonomy Inc,생명과학 및 메디컬 리서치,562020
DMAC,DiaMedica Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SREV,ServiceSource International Inc,소프트웨어 및 IT서비스,572010
WINV,WinVest Acquisition Corp,기타 금융업,556010
BYFC,Broadway Financial Corp,은행,551010
CTG,Computer Task Group Inc,소프트웨어 및 IT서비스,572010
CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
MMLP,Martin Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
MTBC,CareCloud Inc,헬스케어 장비 및 용품,561010
ODT,Odonate Therapeutics Inc,제약,562010
MOXC,Moxian (BVI) Inc,소프트웨어 및 IT서비스,572010
LJAQU,Lightjump Acquisition Units,기타 금융업,556010
LEE,Lee Enterprises Inc,미디어 및 출판,533020
ESGRO,Enstar Group Ltd ADR,보험,553010
LOGC,LogicBio Therapeutics Inc,제약,562010
RILYM,B Riley Financial Inc PRF,투자은행 및 서비스,551020
DKDCU,Data Knights Acquisition Units,기타 금융업,556010
CFBK,CF Bankshares Inc,은행,551010
RBKB,Rhinebeck Bancorp Inc,은행,551010
AXLA,Axcella Health Inc,생명과학 및 메디컬 리서치,562020
TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
ADOC,Edoc Acquisition Corp Class A,기타 금융업,556010
AUBN,Auburn National Bancorporation Inc,은행,551010
OXACU,Oxbridge Acquisition Units,기타 금융업,556010
ELOX,Eloxx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
MTBCP,CareCloud Inc PRF,헬스케어 장비 및 용품,561010
VTVT,vTv Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
NBSE,NeuBase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HJLI,Hancock Jaffe Laboratories Inc,헬스케어 장비 및 용품,561010
BSGM,Biosig Technologies Inc,헬스케어 장비 및 용품,561010
STAB,Statera Biopharma Inc,생명과학 및 메디컬 리서치,562020
NLITU,Northern Lights Acquisition Units,기타 금융업,556010
ROCRU,Roth CH Acquisition III Units,기타 금융업,556010
CNCE,Concert Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ATSPT,Archimedes Tech SPAC Partners Unit,기타 금융업,556010
FEXDU,Fintech Ecosystem Development Units,기타 금융업,556010
ROCGU,Roth CH Acquisition IV Units,기타 금융업,556010
OPOF,Old Point Financial Corp,은행,551010
EDTXU,EdtechX Holdings Acquisition Corp II Unit,기타 금융업,556010
MOVE,Movano Inc,헬스케어 장비 및 용품,561010
MTRYU,Monterey Bio Acquisition Units,기타 금융업,556010
ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
MYNZ,Mainz Biomed BV,헬스케어 업체 및 서비스,561020
SMAPU,SportsMap Tech Acquisition Units,기타 금융업,556010
TGVCU,TG Venture Acquisition Units,기타 금융업,556010
LJPC,La Jolla Pharmaceutical Co,생명과학 및 메디컬 리서치,562020
SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
SPI,SPI Energy Co Ltd,재생에너지,502010
AGTC,Applied Genetic Technologies Corp,생명과학 및 메디컬 리서치,562020
VMACU,Vistas Media Acq Units,기타 금융업,556010
HCWB,HCW Biologics Inc,생명과학 및 메디컬 리서치,562020
ENTX,Entera Bio Ltd,생명과학 및 메디컬 리서치,562020
GSMG,Glory Star New Media Group Holdings Ltd,미디어 및 출판,533020
JAKK,JAKKS Pacific Inc,레저 상품,532050
FATPU,Fat Projects Acquisition Units,기타 금융업,556010
MACAU,Moringa Acquisition Units,기타 금융업,556010
ONCY,Oncolytics Biotech Inc,생명과학 및 메디컬 리서치,562020
DYAI,Dyadic International Inc,생명과학 및 메디컬 리서치,562020
LTRN,Lantern Pharma Inc.,생명과학 및 메디컬 리서치,562020
VERY,Vericity Inc,보험,553010
CAAS,China Automotive Systems Inc,자동차 및 자동차 부품,531010
IPA,Immunoprecise Antibodies Ltd,제약,562010
PBIP,Prudential Bancorp Inc,은행,551010
GIACU,Gesher I Acquisition Units,기타 금융업,556010
MDNA,Medicenna Therapeutics Corp,생명과학 및 메디컬 리서치,562020
SSBI,Summit State Bank,은행,551010
MBTCU,Nocturne Acquisition Units,기타 금융업,556010
HEPA,Hepion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
MRIN,Marin Software Inc,소프트웨어 및 IT서비스,572010
BKSC,Bank of South Carolina,은행,551010
PFX,Phenixfin Corporation,다양한 금융서비스,555010
FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
BRID,Bridgford Foods Corp,식품 및 담배,541020
HCTI,Healthcare Triangle Inc,소프트웨어 및 IT서비스,572010
AIRG,Airgain Inc,커뮤니케이션 및 네트워킹,571020
DARE,Dare Bioscience Inc,생명과학 및 메디컬 리서치,562020
LIQT,LiqTech International Inc,전문 및 상업 서비스,522030
MSAC,Medicus Sciences Acquisition Corp Class A,기타 금융업,556010
UCBIO,United Community Banks Inc ADR,은행,551010
CWBC,Community West Bancshares,은행,551010
FMBIP,First Midwest Bancorp Inc ADR,은행,551010
FONR,Fonar Corp,헬스케어 장비 및 용품,561010
CMMB,Chemomab Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
OTRAU,Otr Acquisition Units,기타 금융업,556010
NEON,Neonode Inc,전자 장비 및 부품,571040
EVGN,Evogene Ltd,제약,562010
CRXT,Clarus Therapeutics Holdings Inc,제약,562010
EYES,Second Sight Medical Products Inc,헬스케어 장비 및 용품,561010
SYNL,Synalloy Corp,메탈&마이닝,512010
HMNF,HMN Financial Inc,은행,551010
LBPH,Longboard Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CRDL,Cardiol Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
REVEU,Alpine Acquisition Units,기타 금융업,556010
OHAAU,Opy Acquisition I Units,기타 금융업,556010
SFBC,Sound Financial Bancorp Inc,은행,551010
SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
BCLI,Brainstorm Cell Therapeutics Inc,생명과학 및 메디컬 리서치,562020
STCN,Steel Connect Inc,소프트웨어 및 IT서비스,572010
HUIZ,Huize Holding Ltd ADR,보험,553010
AYRO,AYRO Inc,자동차 및 자동차 부품,531010
PCYG,Park City Group Inc,소프트웨어 및 IT서비스,572010
GOODO,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
ORGS,Orgenesis Inc,생명과학 및 메디컬 리서치,562020
PCSA,Processa Pharmaceuticals Inc,제약,562010
OTECU,OceanTech Acquisitions I Units,기타 금융업,556010
AEYE,AudioEye Inc,소프트웨어 및 IT서비스,572010
CNOBP,ConnectOne Bancorp Inc ADR,은행,551010
DHACU,Digital Health Acquisition Units,기타 금융업,556010
RMRM,RMR Mortgage Trust,다양한 금융서비스,555010
AEHAU,Aesther Healthcare Acquisition Units,기타 금융업,556010
SNAX,Stryve Foods Inc Class A,식품 및 담배,541020
APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
VLYPO,Valley National Bancorp PRF,은행,551010
AGFS,AgroFresh Solutions Inc,화학,511010
EYEN,Eyenovia Inc,제약,562010
GFED,Guaranty Federal Bancshares Inc,은행,551010
ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
COMS,COMSovereign Holding Corp,커뮤니케이션 및 네트워킹,571020
ZEST,Ecoark Holdings Inc,오일 및 가스,501020
LIBYU,Liberty Resources Acquisition Units,기타 금융업,556010
JMACU,Maxpro Capital Acquisition Units,기타 금융업,556010
FVAM,5:01 Acquisition Corp Class A,기타 금융업,556010
BMAQU,Blockchain Moon Acquisition Units,기타 금융업,556010
BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
DMAQU,Deep Medicine Acquisition Units,기타 금융업,556010
MITC,Meatech 3D Ltd ADR,식품 및 담배,541020
NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
VVPR,VivoPower International PLC,전기 유틸리티,591010
CCEL,Cryo-Cell International Inc,헬스케어 업체 및 서비스,561020
CHEK,Check Cap Ltd,생명과학 및 메디컬 리서치,562020
PCTI,PCTEL Inc,커뮤니케이션 및 네트워킹,571020
VERO,Venus Concept Inc,헬스케어 장비 및 용품,561010
LIONU,Lionheart III Units,기타 금융업,556010
EVFM,Evofem Biosciences Inc,제약,562010
GNPX,Genprex Inc,생명과학 및 메디컬 리서치,562020
ITRM,Iterum Therapeutics PLC,생명과학 및 메디컬 리서치,562020
GGGVU,G3 VRM Acquisition Units,기타 금융업,556010
WINVU,WinVest Acquisition Units,기타 금융업,556010
GNCA,Genocea Biosciences Inc,생명과학 및 메디컬 리서치,562020
ACRX,AcelRx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
GLEEU,Gladstone Acquisition Units,기타 금융업,556010
GLYC,GlycoMimetics Inc,생명과학 및 메디컬 리서치,562020
QH,Quhuo Ltd ADR,화물 및 물류 서비스,524050
CIZN,Citizens Holding Co,은행,551010
TMPMU,Turmeric Acquisition Units,기타 금융업,556010
MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
SMID,Smith-Midland Corp,건축 자재,512020
CLAY,Chavant Capital Acquisition Corp,기타 금융업,556010
RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
SLHG,Skylight Health Group Inc,헬스케어 업체 및 서비스,561020
LVACU,LAVA Medtech Acquisition Units,기타 금융업,556010
AVHIU,Achari Ventures Holdings I Units,기타 금융업,556010
CCTSU,Cactus Acquisition 1 Units,기타 금융업,556010
EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
OSS,One Stop Systems Inc,"컴퓨터, 전화 및 가전제품",571060
INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
IMRA,Imara Inc,생명과학 및 메디컬 리서치,562020
QRHC,Quest Resource Holding Corp,전문 및 상업 서비스,522030
SND,Smart Sand Inc,건축 자재,512020
INTEU,Integral Acquisition 1 Units,기타 금융업,556010
BSFC,Blue Star Foods Corp,식품 및 담배,541020
BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
INPX,Inpixon,소프트웨어 및 IT서비스,572010
EBACU,European Biotech Acquisition Units,기타 금융업,556010
OBCI,Ocean Bio-Chem Inc,"개인, 가정 용품 및 서비스",542010
CSCW,Color Star Technology Co Ltd,교육서비스,631010
LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FAMI,Farmmi Inc,식품 및 담배,541020
AFBI,Affinity Bancshares Inc,은행,551010
FRLAU,Fortune Rise Acquisition Units,기타 금융업,556010
MDWD,Mediwound Ltd,제약,562010
DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
ULBI,Ultralife Corp,"건설장비 및 대형차, 기차, 배",521020
AIH,Aesthetic Medical International Holdings Group Ltd ADR,헬스케어 업체 및 서비스,561020
XCUR,Exicure Inc,생명과학 및 메디컬 리서치,562020
HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
CIH,China Index Holdings Ltd ADR,전문 및 상업 서비스,522030
CBIO,Catalyst Biosciences Inc,생명과학 및 메디컬 리서치,562020
RDI,Reading International Inc Class A,호텔 및 엔터테인먼트,533010
SISI,Shineco Inc,제약,562010
SIEB,Siebert Financial Corp,투자은행 및 서비스,551020
OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
GASS,StealthGas Inc,화물 및 물류 서비스,524050
FLUX,Flux Power Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
OCG,Oriental Culture Holding Ltd,미디어 및 출판,533020
HNRG,Hallador Energy Co,석유,501010
AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
UBOH,United Bancshares Inc,은행,551010
AGRX,Agile Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BIOL,BIOLASE Inc,헬스케어 장비 및 용품,561010
CMPI,Checkmate Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CGRN,Capstone Green Energy Corp,"건설장비 및 대형차, 기차, 배",521020
JAGX,Jaguar Health Inc,생명과학 및 메디컬 리서치,562020
MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
LMAOU,LMF Acquisition Opportunities Units,기타 금융업,556010
DRUG,Bright Minds Biosciences Inc,생명과학 및 메디컬 리서치,562020
MAGS,Magal Security Systems Ltd,전문 및 상업 서비스,522030
CULL,Cullman Bancorp  Inc.,은행,551010
BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
DPRO,Draganfly Inc,우주항공 및 국방,521010
SNT,Senstar Technologies Ltd,전문 및 상업 서비스,522030
HOVNP,Hovnanian Enterprises Inc ADR,주택건설,532030
GECC,Great Elm Capital Corp,다양한 금융서비스,555010
GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SOTK,Sono-Tek Corp,"건설장비 및 대형차, 기차, 배",521020
BNIX,Bannix Acquisition Corp,기타 금융업,556010
CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
YMTX,Yumanity Therapeutics Inc,생명과학 및 메디컬 리서치,562020
COCP,Cocrystal Pharma Inc,제약,562010
PAIC,Petra Acquisition Inc,기타 금융업,556010
IPWR,Ideal Power Inc,재생에너지,502010
SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
AAME,Atlantic American Corp,보험,553010
ZGYH,Yunhong International Class A,기타 금융업,556010
AEI,Alset Ehome International Inc,건설 및 엔지니어링,522010
VTSI,VirTra Inc,우주항공 및 국방,521010
LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
ABVC,ABVC Biopharma Inc,생명과학 및 메디컬 리서치,562020
EJH,E-Home Household Service Holdings Ltd,"개인, 가정 용품 및 서비스",542010
PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
ABEO,Abeona Therapeutics Inc,생명과학 및 메디컬 리서치,562020
VIASP,Via Renewables Inc PRF,전기 유틸리티,591010
REPH,Recro Pharma Inc,제약,562010
ATXS,Astria Therapeutics Inc,생명과학 및 메디컬 리서치,562020
JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
VVOS,Vivos Therapeutics Inc,헬스케어 장비 및 용품,561010
BHSEU,Bull Horn Holdings Units,기타 금융업,556010
OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
UBCP,United Bancorp Inc,은행,551010
PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
NHTC,Natural Health Trends Corp,전문품 상점,534030
PCXCU,Parsec Capital Acquisitions Units,기타 금융업,556010
PRPH,Prophase Labs Inc,식품 및 담배,541020
SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
LFVN,LifeVantage Corp,제약,562010
PSTI,Pluristem Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MDVL,MedAvail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
FBIOP,Fortress Biotech Inc PRF,제약,562010
APM,Aptorum Group Ltd Class A,제약,562010
WKSP,Worksport Ltd,전문 및 상업 서비스,522030
TRKA,Troika Media Group Inc,미디어 및 출판,533020
LYRA,Lyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
LMFA,LM Funding America Inc,은행,551010
ENG,ENGlobal Corp,건설 및 엔지니어링,522010
LACQ,Leisure Acquisition Corp,기타 금융업,556010
DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
LWAY,Lifeway Foods Inc,식품 및 담배,541020
NEPT,Neptune Wellness Solutions Inc,제약,562010
TSCBP,TriState Capital Holdings Inc ADR,은행,551010
ALF,Alfi Inc,소프트웨어 및 IT서비스,572010
CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
LSBK,Lake Shore Bancorp Inc,은행,551010
FEMY,Femasys Inc,헬스케어 장비 및 용품,561010
WNW,Meiwu Technology Co Ltd,다양한 소매업,534020
DUO,Fangdd Network Group Ltd ADR,부동산 운영 관리,601010
NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
WVVI,Willamette Valley Vineyards Inc,음료,541010
EDUC,Educational Development Corp,미디어 및 출판,533020
NAII,Natural Alternatives International Inc,제약,562010
MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
FFBW,Ffbw Inc,은행,551010
LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
VBFC,Village Bank and Trust Financial Corp,은행,551010
MCAD,Mountain Crest Acquisition Corp II,기타 금융업,556010
ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
DGICB,Donegal Group Inc Class B,보험,553010
MGYR,Magyar Bancorp Inc,은행,551010
LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
TPST,Tempest Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NVNO,enVVeno Medical Corp,생명과학 및 메디컬 리서치,562020
ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
METX,Meten Holding Group Ltd,교육서비스,631010
CLAYU,Chavant Capital Acquisition Units,기타 금융업,556010
APVO,Aptevo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
ESBK,Elmira Savings Bank,은행,551010
AVGR,Avinger Inc,헬스케어 장비 및 용품,561010
ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HTIBP,Healthcare Trust Inc PRF,주택 및 상업용 리츠,601020
PPBT,Purple Biotech Ltd ADR,제약,562010
NEPH,Nephros Inc,전문 및 상업 서비스,522030
AIRT,Air T Inc,화물 및 물류 서비스,524050
TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
GRVI,Grove Inc,제약,562010
QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
POAI,Predictive Oncology Inc,헬스케어 장비 및 용품,561010
UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
REFR,Research Frontiers Inc,미디어 및 출판,533020
ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
DXYN,Dixie Group Inc Class A,가정용품,532040
MRAI,Marpai Inc Class A,소프트웨어 및 IT서비스,572010
PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
VISL,Vislink Technologies Inc,커뮤니케이션 및 네트워킹,571020
BTTX,Better Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ZGYHU,Yunhong International Units,기타 금융업,556010
SLNG,Stabilis Solutions Inc,오일 및 가스 장비 및 서비스,501030
PAICU,Petra Acquisition Units,기타 금융업,556010
AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
VYNT,Vyant Bio Inc,생명과학 및 메디컬 리서치,562020
CLSN,Celsion Corp,생명과학 및 메디컬 리서치,562020
AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
FLACU,Frazier Lifesciences Acquisition Units,기타 금융업,556010
QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
EZFL,EzFill Holdings Inc,오일 및 가스,501020
MULN,Mullen Automotive Inc,소프트웨어 및 IT서비스,572010
BOTJ,Bank of the James,은행,551010
ACST,Acasti Pharma Inc Class A,생명과학 및 메디컬 리서치,562020
GBRG,Goldenbridge Acquisition Ltd,기타 금융업,556010
CRWS,Crown Crafts Inc,레저 상품,532050
MCAF,Mountain Crest Acquisition Corp IV,기타 금융업,556010
CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
NOVV,Nova Vision Acquisition Corp,기타 금융업,556010
IROQ,IF Bancorp Inc,은행,551010
GPCO,Golden Path Acquisition Corp,기타 금융업,556010
LGVN,Longeveron Inc Class A,생명과학 및 메디컬 리서치,562020
TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
EMCF,Emclaire Financial Corp,은행,551010
CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
AACG,ATA Creativity Global ADR,비즈니스교육,631030
AEZS,Aeterna Zentaris Inc,생명과학 및 메디컬 리서치,562020
DILA,DILA Capital Acquisition Corp Class A,기타 금융업,556010
BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
IPW,iPower Inc,소프트웨어 및 IT서비스,572010
MBRX,Moleculin Biotech Inc,제약,562010
ZKIN,ZK International Group Co Ltd,주택건설,532030
ASPA,Abri SPAC I Inc,기타 금융업,556010
BSGA,Blue Safari Group Acquisition Corp Class A,기타 금융업,556010
CLST,Catalyst Bancorp Inc,은행,551010
BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
BWBBP,Bridgewater Bancshares Inc ADR,은행,551010
OMQS,Omniq Corp,소프트웨어 및 IT서비스,572010
MINM,Minim Inc,통신 서비스,574010
RCMT,R C M Technologies Inc,건설 및 엔지니어링,522010
NBRV,Nabriva Therapeutics PLC,생명과학 및 메디컬 리서치,562020
LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
OCUP,Ocuphire Pharma Inc,제약,562010
FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
GRNQ,GreenPro Capital Corp,투자은행 및 서비스,551020
BPTS,Biophytis SA ADR,생명과학 및 메디컬 리서치,562020
UONE,Urban One Inc Class A,미디어 및 출판,533020
ADXS,Advaxis Inc,생명과학 및 메디컬 리서치,562020
BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
PPHP,PHP Ventures Acquisition Corp Class A,기타 금융업,556010
IGNY,Ignyte Acquisition Corp,기타 금융업,556010
ELDN,Eledon Pharmaceuticals Inc,제약,562010
AYTU,Aytu Biopharma Inc,제약,562010
ISUN,iSun Inc,건설 및 엔지니어링,522010
LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
MAYS,J W Mays Inc,부동산 운영 관리,601010
QNRX,Quoin Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
VYNE,Vyne Therapeutics Inc,제약,562010
